"ALTITUDE","MEAN_ANNUAL_AIR_TEMP","MEAN_MONTHLY_MAX_TEMP","MEAN_MONTHLY_MIN_TEMP","MEAN_ANNUAL_WIND_SPEED","MEAN_CLOUD_COVER","MEAN_ANNUAL_SUNSHINE","MEAN_ANNUAL_RAINFALL","MAX_MONTHLY_WIND_SPEED","MAX_AIR_TEMP","MAX_WIND_SPEED","MAX_RAINFALL","MIN_AIR_TEMP","MEAN_RANGE_AIR_TEMP"
355.191807270981,8.27979518177453,13.1595903635491,3.8,2,66.0673493940849,1487.63686728058,672.616385458037,2,33.4663253029576,50.5372657384659,35,-17.3259156665066,9.35959036354907
345.111615933478,8.02779039833695,12.6555807966739,3.8,2,66.9073653388768,1532.99772829935,692.776768133044,2,33.0463173305616,26.1854514793587,35,-16.4018981272355,8.85558079667389
12.9340814463794,8.91332398192026,13,4.86998597288039,2,71.7335203615949,1334.86535746884,755.332398192026,3,31.7866760180797,25.8531556564849,34.8667601807974,-13.0433380090399,8.18667601807974
6.45932175964117,8.99425847800449,13,4.99138771700673,2,70.1148304399103,1346.19618692063,763.425847800449,3,31.7057415219955,27.3909110820852,34.0574152199551,-13.0028707609978,8.10574152199551
22.3147966996767,8.84197289329022,13.0314796699677,4.75246611661278,2,73.1605421341956,1320.88878019806,738.228727172595,3,31.994439009903,25.2058095301184,35.7901355335489,-13.1524661166128,8.28950677667745
14.8090778184123,8.15680836380925,11.802665746538,4.18478630284443,3.16059006378804,74.6017883117048,698.868220114995,573.604106916813,5.61052619212385,29.9072046557441,27.4660015387586,34.9045389092062,-14.5436599268578,8.65680836380925
56.6117115560919,8.12392695795279,10.9320495223161,4.71571364004262,2,62.4514639445115,676.440149724143,525.460489016026,2.77878056350164,29.6896106493194,12.4838665636465,32.4424388729967,-16.865463323798,8.54604890160263
22.3615799266845,7.08419081920292,4.93827648716979,6.41798860021691,2,58.1701974908356,750.683137873216,515.67473712191,2.16717107011937,22.4726186274085,30.3285759454841,33.6656578597613,-17.5993947158568,7.56747371219099
228.8869348343,9.03321609005798,14,4.47773869668599,1,65.5547739337198,327.172699080203,828.123617060483,2,33.355477393372,40.0595217500854,35.6678390994202,-14.4558291231981,9.52226130331401
229.520490475697,9.07122942854185,14,4.49040980951395,1,65.808196190279,334.102523928732,824.068860955536,2,33.3808196190279,43.2570798863628,35.2877057145815,-14.3671313334024,9.50959019048605
188.750366189051,9.35440616416745,14.2132331400644,5.08234604820609,1.42646628012881,63.5735337198712,275.680926615204,827.8384894724,2,33.4985263960902,16.8813737599124,38.8529325602576,-13.8485410436522,9.13088709185831
222.37478698208,9.8447644695174,14.5241274115862,5.4723822347587,1,60.6889188110363,443.391474960112,825.810229117284,1.75872588413768,33.8552355304826,6.61102788652285,37.9301929268986,-13.7174517682753,9.0276177652413
332.219636525726,8.45492903876584,13.2332807694562,4.26494480792899,1.68335961527191,65.3166403847281,417.391275567324,938.699526925106,1.68335961527191,32.6483044232009,25.9647347560397,41.2665615389124,-15.5484621148324,8.93667192305438
369.423247799277,7.92677708268166,12.48105096668,3.49629300534725,1.84757961332798,67.695159226656,484.696027284882,918.791974693537,1.84757961332798,31.0267770826817,18.3087233355649,43.152420386672,-15.6750764146447,8.9695159226656
371.443837810308,8.89408216252923,13.2940821625292,4.59852054063231,2,65.9556162189692,1708.13315134309,704.570956783369,2.98520540632308,32.7896437844261,26.4129160177456,37.9704108126462,-14.9059178374708,8.79260270316154
352.049320641207,8.44879334860016,13.20975866972,3.96831068804022,2,66,1702.5855201832,700.487933486002,2.09758669720031,32.6195173394401,26.50975866972,35.2927600916009,-17.877963899239,9.07072399083991
354.282888720511,8.50197354096454,13.2203947081929,4.04276295735035,2,66,1703.22368249157,701.019735409645,2.20394708192907,32.6407894163858,26.5203947081929,35.6118412457872,-17.5269746296341,9.03881587542128
6.52867802046239,8.89426439590752,12.9471321979538,4.78852879181504,2.52867802046239,69.4713219795376,1332.72569344752,753.426439590752,3,31.7,32.424750726803,34,-13.6872814266011,8.20573560409248
6.73531401460059,8.85293719707988,12.9264685985399,4.70587439415976,2.73531401460059,69.2646859853994,1327.14652160578,749.293719707988,3,31.7,34.3496099472141,34,-13.9559082189808,8.24706280292012
6.11821866501123,8.97635626699775,12.9881781334989,4.95271253399551,2.11821866501123,69.8817813349888,1343.8080960447,761.635626699775,3,31.7,28.6012325723822,34,-13.1536842645146,8.12364373300225
414.321321573807,7.85235241968185,12.5083083672216,3.78448457706254,2,68.9639647214208,1666.24925101665,691.570572590455,2.44044052460231,32.0166167344432,23.0661738533917,34.6786784261931,-16.6393392130965,8.77977973769885
411.578668346629,7.61844430444762,12.2829110131133,3.44213316533714,2,64.7631113911048,1664.10665826686,680.407778477762,2,31.4829110131133,21.7523093279317,36,-17.0631113911048,8.91708898688666
364.154213760514,8.32945674746297,13.2137804691214,3.57648558248766,1.07838139170781,63.1567627834156,1671.74589773268,660.724390617572,2,33.6118846599013,20.040615850693,36,-17.7608093041461,9.64513302580453
348.460223553702,9.08654832334723,13.484602235537,4.90194608781021,2,65.5769888223149,1689.65312295454,892.382380041294,2.28849441115744,32.7961078243796,42.459508896762,45.5380670661107,-14.6902695609489,8.68265614772681
390.5184889175,8.469243671,13.3346218355,3.97021004762501,2,66.99033623375,1698.653781645,880.81806567125,2,32.669243671,34.7497373239377,47.00966376625,-18.154748021625,9.39806724675
344.997254274786,9.11252059293911,13.4499725427479,4.96254805019125,2,65.7501372862607,1687.74848985113,886.495332267135,2.37506864313036,32.6749038996175,40.6027697737846,44.4991762824357,-14.3872597490437,8.5874244925566
87.059367230162,9.51892404276878,13.8313544256613,5.50649365987629,2,65.5621519144624,335.657101923546,632.45455619134,2.28107595723122,34.0032468299381,50.2063661625113,34.8432278716937,-14.1399810417555,8.29675317006186
23.6423462457024,9.504518208839,13.3351659698877,5.7522591044195,2,67.2161134337075,338.992012851206,704.32226867415,2.7387044779025,32.9442023875657,45.7994559487623,34.7387044779025,-12.8783886566292,7.58290686546825
92.3485861690715,9.2250785461627,13.6550471276976,5.09510996462777,2,66.1498429076746,354.295105113017,603.657697523944,2.57492145383731,33.7975549823139,46.2939504585381,35.7247643615119,-15.227209379198,8.50244501768611
520.647627337836,7.87897941418923,12.5596598047297,3.53863921891898,2,65.4034019527026,1672.17618633108,934.437421479728,2.40340195270255,31.6,26.480312770807,47.6136078108102,-17.6857833195943,8.94034019527026
515,8,12.6544772167923,3.80895443358459,2,65,1657.02251845854,924.552278320771,2,31.7089544335846,36.2410158548299,47.0895443358459,-17.2179088671692,8.84552278320771
545.211877707625,7.82736069881357,12.3410410482204,4.13159825296607,2,69.3159825296607,1706.07507421356,930,2.86319650593214,31.5136803494068,28.7207627073587,46,-16.3957624458475,8.20944279525429
232.825415125117,8.32391528291628,13.0619576414581,3.85489410364535,1.30978820729069,71.3804235854186,1073.81009497536,701.799198571825,2,32.2,12.1598388105228,33.3097882072907,-16.5565083025023,9.10706353781279
260.739650786854,8.44694264568388,13.2160748149734,4.07041396852583,1.30867830710486,69.839251850266,1032.99244620358,659.453665588982,2,32.6630174606573,20.2029721871068,33.6173566142097,-16.5283042322379,9.13826433857903
248.029896158259,8.78586943577975,13.5126357563073,4.57880415366963,1.73233679472469,66.8736424369272,999.338747277619,623.019035653677,2,33.298505192087,36.5913843892671,34.4646735894494,-15.4691580131883,9.05353264105506
723.723432052648,6.54160762678366,11.3167847464327,2.53356949286535,2,65.5839237321634,1600.59100851812,921.276567947352,3,30.4080381339183,36.9242807952296,47.1749322502874,-18.975177119649,8.84160762678366
705.02178730676,5.79039217152167,11.4698692761594,0.50087149227038,2,70.3973855231889,1657.64279794347,798.746624836465,2.10043574613519,29.8004357461352,24.6345687335648,33.6026144768111,-22.9379955677781,10.8790413585026
749.532772845123,6.59158991121221,11.2028033629293,2.28131091380492,2,65.0560672585852,1593.67150001652,894.000133888563,2.99065545690246,30.6906554569025,24.3034754515161,38.9439327414148,-18.8429848982487,8.92055799481459
161.8935871555,8.93291050165426,12.6534178996691,4.93974630099256,2.46582100330852,68.3291050165426,1550.4101479603,603.615221940447,3,32.7863284013234,17.1221749697874,34,-13.973925297684,7.76025369900744
158.207403040025,8.7,12.9023044782225,4.5976955217775,2,68.6973930429667,1518.23649739847,609.302606957033,3,32.6674348260742,20.1973578248002,34.6743482607417,-15.4463920432609,8.30460895644501
139.06909507839,8.88618098432198,12.886180984322,4.98618098432198,2,66,1545.29459340149,609.20728523517,2.53454753919505,32.693090492161,15.998343115141,35.3963573824149,-14.6258167225635,7.9
477.074114923365,7.76925885076635,12.9575940223178,3.30388827614952,1.34629425383173,65.3074114923365,1605.69623910729,857.99269880075,2.34629425383173,32.4,17.4527325067092,42.5759402231779,-19.107776552299,9.32685287308414
458.001145680435,7.78573610819876,12.3286041622981,3.47143402704969,2,64.2856597295031,1627.54843265596,837.997326745652,2.7143402704969,32.0572083245963,11.7308594949378,38.5713194590062,-19.1857742975466,8.85717013524845
445.269158133306,7.54322205968201,11.964833089523,3.4108055149205,2,64.891944850795,1635.0796374462,867.705297688954,2.10805514920503,31.329666179046,18.2060048823684,39.7838897015899,-18.5188606641255,8.55402757460251
24.6750889271498,8.71472123414278,11.1736061707139,6.44111506342888,3.8527876585722,66.4847568050027,1742.71656135512,696.969513610005,4.8527876585722,27.7766548097134,34.9731308401717,33.0736061707139,-8.76929419264197,4.73249110728502
28.287945875898,8.62373513747007,11.6338540377095,5.88988109976053,3.23735137470067,68.5252972505987,1767.03156840418,725.455350510776,4.23735137470067,29.6591512883082,44.4110271817182,33.7626486252993,-10.5828864257783,5.89650266300887
12.6598869292066,8.82127375518903,10.9180893672165,6.86382126556709,4,67,1726.41530549759,714.978325726464,5,25.598983039381,35.6872624481097,33,-6.59898303938098,4.05426810164936
42.9109217515215,9.31071485411376,13.1785702917725,5.02678713528439,2.94642572943121,63.1607228117064,1226.09657562045,686.124900530092,3,32.1517831564881,27.2981586558377,32.8571883291006,-14.0107148541138,8.14642572943121
190.502756868955,9.04883473063819,13.792563592596,4.41720335353166,1.09766946127638,65.0976694612764,1269.26515270632,643.976694612764,2.09766946127638,33.1948941313196,13.4358273154749,38.0743640740402,-17.0874577239156,9.36559329293668
119.739360774867,9.61609041162301,13.4191488619894,5.53869680387434,2,66.3869680387434,1237.94018671042,683.957443099469,2.61303196125664,32.1126328813611,32.0411190696151,42.1954794188496,-13.2712767070159,7.81914886198938
270.775248048827,9.61755691890139,14.2783712792676,5.48286631829105,2,64.5224751951173,1741.35113837803,818.976211469388,2.13061879877932,33.7175569189014,27.2130618798779,39.5224751951173,-13.908143603662,8.7608143603662
275.022824311629,9.45558292325586,14.146699507907,5.25558292325586,2,64.3997536906973,1737.0994228096,800.114121558145,2,33.5422578002326,27.0058631313413,38.8667487697676,-14.3799507381395,8.79111658465117
254.258854908403,8.51176613220014,13.0141193586402,4.31176613220014,2,72.8941048101988,1696.71412966372,696.294274542015,2,32.3152959718602,22.8806561201158,36.0352983966004,-16.0788209620398,8.60235322644003
80.6846528155729,9.47738025505096,13.4321407651529,5.56785923484713,2,68.6130987247452,1437.87507321965,817.10127066914,3,32,33.5488969266785,38.6785923484713,-12.5934506376274,7.86428153030574
82.0657970467582,9.1844299507793,13.3437133661471,5.44071658463217,2,69,1484.80260885973,803.724428247195,2.28143316926435,32.502996781515,18.389475464779,37.4071658463217,-12.8311400984414,7.90299678151496
100.281084304675,10.1921626457013,13.8161265022121,6.59216264570132,2.88018071744591,66.3594578476623,1401.9909641277,801.354939911515,3.88018071744591,32.6161265022121,29.0281084304675,38.3594578476623,-10.903692780342,7.22396385651082
106.56879953621,9.90184032465331,14.8156002318952,5.50184032465331,1.78439976810478,65.2751981448382,1754.57515399655,676.490798376733,2,34.5371602550847,17.8032440068494,33.2156002318952,-13.0334796057781,9.31375990724191
118.173081696965,8.97927323905751,13.7930552107748,4.51720056296326,2,65.1378197171725,1725.71431319521,655.65383660607,2.62072676094249,33.8654912673403,29.8508625045795,36.1036338047124,-16.131197748147,9.2758546478115
102.845054073725,9.90217788554728,14.6377722356934,5.5777223569341,2,66.6222776430659,1737.73829315987,648.915378516074,2,34.3755444713868,20.1804028338208,34.1331670708023,-13.0600498787593,9.06004987875931
417.672706821002,8.15131494924426,12.8070718432777,4.19555805521086,2,71.5838679252192,1696.3095597554,698.309172715992,2.81414368655533,32.5955580552109,24.5321824935334,33.1858563134447,-16.4690827284008,8.63009941941127
400.501051335596,8.13515792833641,12.8083158110734,3.88978950488381,2,63.26842117263,1745.43060431952,685.332632442936,2.45368423452601,32.1990526579786,28.1694104787306,35.814736938104,-17.358420944633,9.0185263061896
421.670317744371,7.79597175605595,12.584982347535,3.70696116457693,2,65.8095410359092,1740.06767394567,682.318729022518,2.36996469506994,32.1069611645769,27.2276299714401,33.6300353049301,-18.0681270977482,8.94102471345104
54.6589856469072,8.07533076091204,12.1397353912704,4.12599228273612,2,67.5480154345278,1620.05463065277,608.615876523778,3,31.4890738694463,29.4013230436482,32,-17.2713616299676,8.01374310853426
16.0895908921957,8.41194005692378,11.9761198861524,5.003730256157,2.44029971538112,65.4402997153811,1624.23880113848,621.514904838521,3,30.7843296869192,30.1753705976997,32,-13.8328392030671,6.97238962999545
5.2472664527595,8.54059083065949,12.2870899679139,5.07527335472405,2,61.3468252406456,1645.07769040996,622.911375401076,3,31.3147707664873,39.4836540362658,31.5940916934051,-13.5335891051684,7.21181661318988
118.200006379746,9.96000085063279,14.4500005316455,5.83000095696188,1.29999893670902,69.400002126582,1439.09996065823,676.200038278475,1.59999787341803,34.0800004253164,31.0959621294442,37.4999946835451,-12.7199953215197,8.5899996810127
89.3102921890095,8.42737514683977,12.7532886648551,4.67627892522141,2,68.7481729639694,1493.43057263084,657.733556675725,3,32.6777405540459,29.5552153954866,35.7627892522141,-15.2762789252214,8.05182703603059
105.359027790371,9.05959806446917,13.6286742431112,5.01670665009879,2,68.261847642716,1474.95021042321,653.356628784444,3,33.407228535926,36.2278855094515,39.1670665009879,-15.6167066500988,8.53815235728398
76.8632247534115,8.87288543188479,13.1457708637696,4.75422913623042,2.27114568115212,65.2711456811521,1653.35572840576,566.932814782718,3,33.5,27.2626874086913,36.6442715942394,-16.320396046387,8.46442715942394
58.5334183685482,9.24888605438173,13.2996817298234,5.24824951402843,2.49840864911675,65.4984086491168,1651.50159135088,574.488860543817,3,33.5996817298234,27.2993634596467,37.0031827017665,-15.2047740526497,8.10159135088325
70.3207637490705,8.90366878819186,13.2146751527674,4.71834394095931,2,65.1100636457559,1651.44968177122,571.036687881919,3,33.5220127291512,27.0963312118081,37.8165605904069,-16.6523057535058,8.59266242361628
648.318346234038,6.42392612909898,9.61342833344825,3.4481934946496,2.86230430100113,70.7934564515017,1571.07567257853,1026.55760752503,3.86230430100113,27.8753913979977,28.1176412231479,40.6884784949943,-14.723926129099,6.54458048394881
602.544632654171,7.43720276639797,11.7592266212683,3.63214312922209,1.77976145129651,67.2202385487035,1523.84821088472,949.589303399436,2.38988072564825,31.2880954194814,22.8887221106446,48.440477097407,-17.0238091610372,8.22708349204622
618.56173660839,6.83211217257194,11.0829488987569,3.20502035710961,2.49163273815066,66.5083672618493,1529.18724553613,921.826323212124,2.74581636907533,31.0033469047397,39.0249317013173,47.0167345236987,-17.5933061905205,7.97792854164727
265.794031639583,8.93205968360417,13.9994541501161,4.19727075058036,2,63.9890830023214,1519.62797553106,753.717612655833,2,33.2673944665119,47.990510881101,36.6684861662798,-16.3712154156994,9.66903201616369
290.367610371206,8.6316194814397,13.8316194814397,3.5632389628794,1.31619481439702,63.367610371206,1472.75463276367,754.110532587161,2,33.4683805185603,47.1140955772608,36.316194814397,-17.2683805185603,10.2367610371206
282.090031585423,8.7,13.9767774268286,3.77677742682863,1.2322257317137,66.6066456097178,1498.98731326019,782.962130975444,2,33.0928902926855,31.7771414062107,40.0710970731452,-16.7393354390282,10.2535548536573
71.4872364839539,9.60271127410233,14.2324560037814,5.72703345557675,2,66,743.894520786425,590.107658109628,3,33.8919058204163,26.9107944208553,37.5135563705117,-13.0297050869558,8.50542254820466
86.1970592737198,9.49311121534556,13.9149632409215,5.75748162046075,2,64.7125918976963,751.02529486018,532.617738168687,2.35629594884813,34.0437040511519,30.5694786746735,35.3562959488481,-13.9,8.15748162046075
42.0278216642328,9.20092738880776,13.3306491721654,5.34148382209241,2.12711745948459,67.0362404924913,757.921732191609,603.424112109002,3.29638219345029,33.1523184720194,17.3253172059722,35.9009273888078,-13.9297217833577,7.98916535007302
619.338500178652,6.70307727435138,10.2681331226835,3.61164805055596,2,67.5582402527798,357.445618993003,1255.39343519718,3,28.9270344223129,18.8597473250323,49.4417597472202,-14.5239571479615,6.65648507212754
659.979199789464,7.07253817990422,11.5876363568008,3.29496727436781,2,65.974836371839,480.381812508693,1285.47810893506,3,30.4576581738889,37.835528896867,51.025163628161,-15.6851199939847,8.29266908243299
620.465978878085,7.46000170526095,12.6133356070146,3.23333475438412,1.73333049123175,65.5333390175365,525.30014041729,1245.06603856222,2.46666098246351,31.6133356070146,49.1875847320519,52,-16.8000042631524,9.38000085263047
80.3331621903926,8.34443873967975,12.5583226368995,4.56944515754003,2.30554842459969,68.3889031508006,1589.02761376579,576.500128357206,3,32.3888774793595,26.0888774793595,31.8332905475982,-15.4555355888791,7.98887747935951
81.442757462617,8.9,13.0509208516218,4.77453957418911,2.08486808603629,66.0848680860363,1635.1993531608,538.376306409016,3,33.3169736172073,47.6581671109024,36.9151319139637,-16.9424340430181,8.27638127743266
104.91598323104,9.50892178700306,14.0871374296024,5.23070614440367,2.39107821299694,67,1612.30706144404,543.296659241896,2.39107821299694,33.5,25.9821564259939,32.3464692779817,-14.0509301714832,8.85643128519878
151.139543438796,8.61753143751994,13.2,4.23944573441986,1.95617140620016,69.9561714062002,1111.73747915716,739.542058440391,2,32.21314857814,21.5721526932762,34.0438285937998,-14.9,8.86931998434011
91.0837907048408,9.61361220292747,13.8968583895126,5.40366449097637,2,68.7329847463407,1108.51106332724,709.125664419495,2.63350762682967,32.8968583895126,19.0750815482695,34,-12.3026187299984,8.45654466121923
83.4868737487122,9.02636619391851,13.2852732387837,5.13800562662072,2,66.5890704486519,1148.39079600073,754.907380144577,2.85273238783702,32.5410929551348,21.0723256451631,34.852732387837,-13.2798084631097,8.13254085094668
2.87659979844466,8.83411999633536,12.3123400201555,5.6388399743475,2.34119996335357,66,1605.44100027485,742.464600164909,3.34119996335357,30.8199600622989,46.8700109387341,33.1705999816768,-12.0787600989453,6.69056004397571
1.2315340959467,8.80231534095947,12.5046306819189,5.39073863616213,2.02315340959467,66.069460228784,1607.09701702581,744.277840915136,3.02315340959467,31.4138920457568,48.5855301008123,33.0463068191893,-13.0231534095947,7.1138920457568
5.28900897200219,8.87798198130913,12.0710991027998,5.94587386916392,2.77981981309131,66,1602.15135140182,740.490810841089,3.77981981309131,30.0743063177448,44.0222050095929,33.3899099065457,-10.8944865046535,6.16421622429043
758.273491535336,7.33542146980762,12.1192768372595,3.21927683725953,2,65.9192768372595,1714.34454251826,917.062644094229,2.08072316274047,30.2403615813702,39.1908858268482,42.6771073490381,-15.7663864370435,8.9
750.28904039436,6.62569247949868,11.2321155993734,2.33211559937336,2,65.0321155993734,1597.23925911728,895.770774384961,2.96788440062664,30.6839422003133,24.8202238369837,39.1284623974934,-18.6940185220679,8.9
728.745265277568,6.8957544212928,11.7517817078158,2.96383628086187,2,66,1658.3275290376,930.765730169835,2.56027286523022,30.2,43.5358655550291,48.6027286523022,-17.5169823148288,8.84397271347698
5.88765807496384,8.72246838500723,12.0775316149928,5.69324902668595,3,66.3707806416787,1544.13501946628,782.516877433285,4,30.0696729091462,22.5998399080489,33.6292193583213,-10.9427213049494,6.35843871664256
2.18207817617804,8.46372736166231,11.9726882735733,5.24566254094243,3,63.3641563523561,1530.36272638338,793.634413678665,3.09103908808902,29.908960911911,19.8051225687579,33.908960911911,-12.7539084683638,6.73612964143977
4.39612518902868,8.9811624432914,11.5019374054857,6.46232488658279,3.39612518902868,67.7922503780574,1526.37675113417,765.343368005939,4,28.8811624432914,17.2094691272245,32.2077496219426,-8.61690015122294,5.1
133.176500827773,9.0129399668891,13.4741200662218,5.05646998344455,2.56469983444549,64.6940995033365,1595.02329354337,527.541406291071,3.56469983444549,32.8082298510009,21.4451649943715,33.870600331109,-14.8,8.40471011588816
103.544323727489,8.9384960219264,13.5422559671104,4.61548806577921,3,66.807519890368,1606.34736076742,553.798554189503,3.19248010963202,33.4422559671104,27.5079681754112,35.422559671104,-16.8995517149568,8.90751989036798
120.609156474005,9.03887739102356,13.3916839134647,4.91663217307068,3,66.3056130448822,1609.86070868582,527.197491378756,3.69438695511781,33.2916839134647,28.3110191281885,33.9168391346466,-15.5945939166937,8.40561304488219
142.948604553938,9.98485683230683,14.5282856107689,5.4545704969205,1.71714389231056,66.4142805384472,1461.7057629386,697.757158384658,1.71714389231056,33.5545704969205,23.2693154257347,33.1314244307578,-12.1888582815416,9.1454295030795
119.33682381059,9.60314142953139,14.2020942863543,5.50314142953139,1.66317618940957,66.6841190529522,1443.91622854583,657.820247665979,1.66317618940957,34.133682381059,13.5865931757779,41.9685857046861,-14.2516576144611,8.76527047576383
119.29690799932,9.56721719938796,14.178144799592,5.46721719938796,1.70309200068004,66.4845399965998,1444.87420801632,656.063951970078,1.70309200068004,34.129690799932,12.7577769696092,42.3278280061204,-14.4232956029242,8.78123680027202
304.653955269605,8.48365111825988,12.8309263046365,4.3072887114482,2.76362406811677,66.7636240681168,1638.78201491013,546.946179981111,3,32.7309263046365,27.9436646433314,35.2908722043503,-15.8563353566686,8.44727518637665
349.886247064918,8.26915560625494,12.7766224250197,4.06915560625494,2.30844393745065,67,1646.06489700079,592.473821379244,2.30844393745065,33.0224004562944,27.4691556062549,33.9253318123519,-16.0542219687253,8.74577803127468
311.664763349574,8.18155218446627,12.4815521844663,3.98155218446627,3,66.4465655339882,1630.57252427191,540.286887135822,3,32.4553434466012,28.8777669638144,36.1844781553373,-16.5014629854355,8.4
131.617987647187,8.86674155746587,13.8669662298635,4.43303377013653,2,63.997753276024,399.395025297847,638.737064017914,2.66741557465866,33.1676402470563,36.1863633264553,40.3415713212453,-12.4303377013654,9.13370778732933
175,8.84200216743629,13.6420021674363,4.44798699538223,3.46970827914585,67.0557322776254,341.559967162818,561.299241397297,3.17536015882239,32.6360173394904,32.2172462177682,33.4200216743629,-15.8980411812896,9.13601733949035
166.032150038518,8.81379669224843,13.6551867689937,4.64481323100626,2,65.586099232547,399.245345970979,588.968890713528,2.13796692248434,32.4793569992296,46.2248617401749,34.5176361473277,-14.5481323100626,8.86898346124217
18.7520999391563,8.84653116222471,12.2059213922359,5.66040651332587,3.63367209443823,65.3663279055618,1738.71321168309,541.643834927585,4.26734418887645,30.4514362711459,30.05448512109,30.7326558111235,-11.6613346428145,6.54551487891003
9.81763658020645,8.7,11.6272545526735,5.81593180915806,3.43186361831613,65.5681363816839,1744.47795427474,568.339682305465,4.43186361831613,29.5362727633677,31.6408818290103,31.7044091450516,-10.9771545923781,5.81132274351548
2.61697868583724,8.5467914743349,11.5915106570814,5.64037442300469,3.61697868583724,65,1729.63569983607,563.724596796557,4.23395737167448,29.3958554168232,30.2275403203443,30.7660426283255,-11.3385023079813,5.95113623407669
176.503965211101,9.54131439221092,14.6485138952266,6.01377146407031,2,64.5868560778908,1595.04225445074,1231.63229642607,3,33.6413143922109,12.9570209232494,54.6650813346846,-12.6856009939685,8.63474243115634
102.198426382849,9.64094197384548,13.6625745820813,5.92222926488612,2,61.9064364552032,1665.62028698668,1276.37291653906,3,33.871930936561,43.5014153697165,47.7947213246633,-15.3994033433497,7.69356354479678
98.2179567082785,9.78096543864813,13.7697933916235,6.09365514621604,2,62.1903456135187,1661.70521713942,1281.70537655518,3,33.8809654386481,45.0107199490313,46.9216622032061,-14.9223440940492,7.67613824540749
276.975851310417,8.3,13.0697585131042,3.83024148689583,1.67439628276043,64.9536223034374,93.5538258109408,710.047337537864,2,32.7813529372448,40.2875359963873,35.3487925655209,-17.2441547958646,9.2720773979323
253.391331910156,8.27835320057348,12.7567064011469,4.1,1.03607799904421,69.3247019913979,117.354309604562,733.737270033453,2.03607799904421,31.4927844001912,23.7459890854406,34.2164679942653,-16.3180389995221,8.75670640114695
212.057891866658,8.76842108806595,13.2215789792594,4.61526319687255,1,65.7210523835383,164.991712957078,719.542104093824,2,32.1089474144857,14.6387867524708,34.468421088066,-15.6910525855143,8.70631578238681
395.597588868579,8.05876074817497,12.4175214963499,3.81958691605832,2,67,1414.10257956199,616.288467335748,2.80413083941676,32.2391738321166,26.5379082777782,36.6082616788335,-17.9804130839417,8.59793458029162
407.157383994432,8.22567876260728,12.3282098453259,4.30777721586637,2,65.3074092804454,1390.59405595491,625.669119569473,3,32.1435803093482,27.7026159299526,36.7179015467409,-16.3074092804454,8.02043262945954
360.044387338217,8.25955612661783,13.0786683798535,3.8,2,66.1348129112739,1472.67571545299,662.911225323565,2.13481291127391,33.3247432153439,49.026400898209,35.2696258225478,-17.4808877467643,9.27866837985348
38.1602437770925,8.74807313312776,12.8560853219824,4.38012188854627,2.91987811145373,67.9198781114537,1281.83975622291,697.237318451982,3,31.9961462662555,43.6147871591685,33,-15.9836709009251,8.47596343343612
38.9067608700134,9.24405652200803,13.1627043480054,4.93473260900937,3,63.4661956499331,1231.22139127925,689.025630429853,3,32.172028261004,28.9539313816945,32.0932391299866,-14.2051260859706,8.22797173899598
35.5429134909064,8.79450332727283,12.8945033272728,4.4701059890911,2.81099334545434,67.6219866909087,1292.39536600001,697.109933454543,3,32.0701059890911,43.717763533219,33.1890066545457,-15.7085826981813,8.4432980036363
157.311377891339,10.2875292723998,14.8625097574666,6.28752927239984,1.81254878733307,67.4376463619992,202.235571260318,914.306694307365,2,33.8562353638001,48.509758328041,39.3121584886685,-12.8375683022663,8.57498048506677
141.537338752532,10.1354770481354,14.5473027308472,6.04730273084715,2,63.5912841355894,256.687887266075,805.589169057552,2,33.8881743172882,17.0418340379157,39.7634863457642,-12.3946054616943,8.5
154.123951314716,10.3706795309205,14.8902265103068,6.37067953092046,1.9511325515341,67.8533976546023,204.341481031624,897.815226367442,2,33.8146602345398,52.5270826926818,38.3420721392613,-13.0315855721477,8.51954697938636
589.298262470635,8.22280749916099,12.745614998322,4.28421124874149,1.61403749580495,64.3157750251703,1504.10973237678,1016.22821225249,2,31.845614998322,13.0649386401938,49.385962504195,-15.7245587546146,8.5
590.049988236511,8.24428537818603,12.7885707563721,4.31642806727905,1.72142689093016,63.671438654419,1501.68045493302,1022.56418656488,2,31.8885707563721,14.4380597298724,49.2785731090698,-15.6064304199768,8.5
587.187838251702,8.22238448793069,12.7602920782752,4.36895379517227,2,62.8537706327625,1490.14915599504,1035.74014849309,2.07761551206931,31.8214843222406,17.970850650339,48.1462293672375,-15.1447689758614,8.39133828310296
109.416283788159,10.399494038336,14.742640302144,5.92741494476795,1.85786565952003,62.2842686809599,188.283571410079,556.076359324157,2,33.999494038336,22.6613485866921,32.7157313190401,-12.5025298083201,8.81522535737604
121.175207775785,10.8836850260617,14.950150725455,7.03413720242679,1.16616424848326,63.6676715030335,252.559330121893,619.71288913954,2,34.4836850260617,27.2592591727679,31.3323284969665,-10.0815748696914,7.91601352302823
108.830828382634,10.2704705099575,14.6704705099575,5.68523525497876,1.97047050995752,62,176.550863227147,547.695188916754,2,33.8675175609533,21.2015421898426,33.059058980085,-13.059058980085,8.98818820398301
345.757939312607,7.73314470667392,11.9234726904891,3.53812218476087,3.0252294932411,70.2109731063899,256.872030567001,1474.12041083723,5.28289099678011,32.6278842885979,6.3875969157868,38.6553132021821,-17.5184952124022,8.30441159810871
